   usgs_subfault.longitude=131.831398
   usgs_subfault.latitude=-6.8035238
   0.12977500000E+03   -0.45175000000E+01   5  -0.10721536E+02   0.12148427E+02   0.15133643E+04   0.12357189E+04
   0.12817800000E+03  -0.36910000000E+01   5  -0.35930651E+02   0.38886394E+02   0.29923010E+04   0.26409429E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17990030E+02   0.20268111E+02   0.16412810E+04   0.13304690E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20192873E+01   0.39014575E+01   0.39187804E+04   0.35123490E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10524654E+02   0.12469049E+02   0.31265852E+04   0.28252034E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36224952E+01   0.78869436E+01   0.28019140E+04   0.23827411E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11094703E+02   0.12816952E+02   0.35563359E+04   0.30724895E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37859550E+02   0.40098596E+02   0.24460980E+04   0.20385144E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24706666E+01   0.11874015E+01   0.29201841E+04   0.25643467E+04
   usgs_subfault.longitude=131.831398
   usgs_subfault.latitude=-6.5
   0.12977500000E+03  -0.45175000000E+01   5  -0.10691828E+02   0.14488318E+02   0.11939895E+04   0.10231828E+04
   0.12817800000E+03  -0.36910000000E+01   5  -0.35917313E+02   0.42445139E+02   0.27479953E+04   0.24503551E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17959187E+02   0.23376959E+02   0.13441570E+04   0.11312428E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20104040E+01   0.56429897E+01   0.36920151E+04   0.32807722E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10510882E+02   0.14376894E+02   0.27959987E+04   0.25751136E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36082000E+01   0.11316886E+02   0.25576971E+04   0.21971935E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11081204E+02   0.13479274E+02   0.33901007E+04   0.27290920E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37844300E+02   0.41316566E+02   0.21234992E+04   0.17697475E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24835569E+01   0.27873343E+01   0.25693078E+04   0.21668478E+04
   usgs_subfault.longitude = 131.831398
   usgs_subfault.latitude = -6
   0.12977500000E+03  -0.45175000000E+01   5  -0.10679255E+02   0.14914510E+02   0.11441337E+04   0.97305963E+03
   0.12817800000E+03  -0.36910000000E+01   5  -0.35910988E+02   0.42886945E+02   0.27013111E+04   0.24002938E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17945424E+02   0.23819564E+02   0.12862349E+04   0.10817980E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20069606E+01   0.58321768E+01   0.36450931E+04   0.32303410E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10502338E+02   0.14611016E+02   0.27481518E+04   0.25183297E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.35991138E+01   0.11684453E+02   0.25083915E+04   0.21441562E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11072577E+02   0.13598922E+02   0.33373578E+04   0.26544992E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37834353E+02   0.41506859E+02   0.20753301E+04   0.17105213E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24945531E+01   0.42678968E+01   0.44216668E+04   0.20853677E+04
   usgs_subfault.longitude = 131.831398
   usgs_subfault.latitude = -5.75
   0.12977500000E+03  -0.45175000000E+01   5  -0.10676443E+02   0.15068698E+02   0.11203209E+04   0.94723378E+03
   0.12817800000E+03  -0.36910000000E+01   5  -0.35908393E+02   0.43063913E+02   0.26779656E+04   0.23768685E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17942466E+02   0.23968462E+02   0.12575376E+04   0.10582688E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20055469E+01   0.61646795E+01   0.53989016E+04   0.32063858E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10498529E+02   0.14665367E+02   0.27220959E+04   0.24927133E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.35950699E+01   0.11766612E+02   0.24815965E+04   0.21194247E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11068682E+02   0.13605506E+02   0.33116361E+04   0.26255526E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37829966E+02   0.41512770E+02   0.20396020E+04   0.16812457E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24998995E+01   0.48741928E+01   0.43593303E+04   0.20567112E+04
   usgs_subfault.longitude = 131.831398
   usgs_subfault.latitude = -5.5
   0.12977500000E+03  -0.45175000000E+01   5  -0.10676080E+02   0.15191106E+02   0.10950689E+04   0.92442623E+03
   0.12817800000E+03  -0.36910000000E+01   5  -0.35906350E+02   0.43221049E+02   0.26568194E+04   0.23547408E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17942195E+02   0.24102566E+02   0.12286745E+04   0.10333676E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20044141E+01   0.67473926E+01   0.53996053E+04   0.31835230E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10495269E+02   0.14691072E+02   0.26953735E+04   0.24677700E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.35916236E+01   0.11824912E+02   0.24571785E+04   0.20955993E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11065308E+02   0.13566752E+02   0.32870791E+04   0.25993685E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37826276E+02   0.41510950E+02   0.20067491E+04   0.16541569E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.25048239E+01   0.53932897E+01   0.43363861E+04   0.20293532E+04
   usgs_subfault.longitude = 131.831398
   usgs_subfault.latitude = -5.25
   0.12977500000E+03  -0.45175000000E+01   5  -0.10678043E+02   0.15297211E+02   0.10708634E+04   0.89933153E+03
   0.12817800000E+03  -0.36910000000E+01   5  -0.35904981E+02   0.43390195E+02   0.26321948E+04   0.23338618E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17944387E+02   0.24220895E+02   0.12028167E+04   0.10076490E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20036176E+01   0.71312539E+01   0.53980399E+04   0.31621741E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10492736E+02   0.14730966E+02   0.26707114E+04   0.24427822E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.35889670E+01   0.11889143E+02   0.24330168E+04   0.20708133E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11062632E+02   0.13543132E+02   0.32417737E+04   0.25744448E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37823497E+02   0.41535549E+02   0.19862729E+04   0.16292084E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.25090670E+01   0.57158853E+01   0.42770294E+04   0.20029713E+04
   usgs_subfault.longitude = 131.831398
   usgs_subfault.latitude = -5.0
   0.12977500000E+03  -0.45175000000E+01   5  -0.10682152E+02   0.15399366E+02   0.10466031E+04   0.87655446E+03
   0.12817800000E+03  -0.36910000000E+01   5  -0.35904392E+02   0.43364899E+02   0.26046415E+04   0.23091654E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17948769E+02   0.24305171E+02   0.11763327E+04   0.98181886E+03
   0.12711300000E+03  -0.33815000000E+01   5  -0.20032089E+01   0.71301551E+01   0.53896355E+04   0.31394830E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10491089E+02   0.14730098E+02   0.26453551E+04   0.24170138E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.35872693E+01   0.11902973E+02   0.24065094E+04   0.20450290E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11060820E+02   0.13427541E+02   0.30194385E+04   0.25480378E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37821812E+02   0.41549011E+02   0.19555262E+04   0.16019018E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.25123836E+01   0.56974012E+01   0.42598914E+04   0.19743845E+04
