,latitude,longitude,length,width,slip,strike,dip,depth,rake,depth_offset,rake_offset,dip_offset,strike_offset
0,-8.086928931679056,118.84849880983386,618860.8286467516,230879.38181828905,7.144073718687174,89.02419092837435,25.85165613415761,20951.449605420225,86.94361388319561,0.08281327043978946,2.4215542444543163,-0.7771449192278304,-0.078439681634658
1,-8.086928931679056,118.84849880983386,618860.8286467516,230879.38181828905,7.144073718687174,89.02419092837435,25.85165613415761,20951.449605420225,86.94361388319561,0.08281327043978946,2.4215542444543163,-0.7771449192278304,-0.078439681634658
2,-8.086928931679056,118.84849880983386,618860.8286467516,230879.38181828905,7.144073718687174,89.02419092837435,25.85165613415761,20951.449605420225,86.94361388319561,0.08281327043978946,2.4215542444543163,-0.7771449192278304,-0.078439681634658
3,-8.086928931679056,118.84849880983386,618860.8286467516,230879.38181828905,7.144073718687174,89.02419092837435,25.85165613415761,20951.449605420225,86.94361388319561,0.08281327043978946,2.4215542444543163,-0.7771449192278304,-0.078439681634658
4,-8.086928931679056,118.84849880983386,618860.8286467516,230879.38181828905,7.144073718687174,89.02419092837435,25.85165613415761,20951.449605420225,86.94361388319561,0.08281327043978946,2.4215542444543163,-0.7771449192278304,-0.078439681634658
5,-8.270531192431449,118.91503845672014,602846.5705061348,225772.3033424704,6.4885666261078825,87.79139276008749,24.41036350288203,21346.63278636996,95.08762701985815,0.03624687484290722,-0.14867064454804166,-1.5261741301391485,-0.6169935729029465
6,-8.213223563585727,118.96704804114115,550232.0843130596,215143.89137118746,5.535954825887259,86.30189988511209,24.54719849313879,21214.35821338841,93.05016051879788,0.037046167543347,-1.2670007053503756,-3.1681597142074702,0.8500815831424041
7,-8.122930220885177,118.97123685529776,583639.6506373418,227624.18306530386,6.299405517137092,86.01852662007427,25.08007977629973,21014.154457281245,89.69992365104305,0.3120883215755316,-1.7319324677129222,-2.5117523392338126,0.8164167630870749
8,-8.16024331603078,118.94048327092443,584530.3831359133,214684.87303570093,5.8033326232261455,86.83916498125235,24.91552384130627,21102.33318668969,91.04082903309305,0.10088224724807117,-0.22410392256045347,1.5537370871399443,-0.2414497064535152
9,-8.308633734850314,118.88209550216536,600368.7924568239,220265.55784845864,5.8647714032868095,88.81829970887684,24.37797537783915,21426.23605287028,96.33492476813757,0.1044508255872572,0.8684295605242767,-0.7135033240482691,-0.0626186947540182
10,-8.308633734850314,118.88209550216536,600368.7924568239,220265.55784845864,5.8647714032868095,88.81829970887684,24.37797537783915,21426.23605287028,96.33492476813757,0.1044508255872572,0.8684295605242767,-0.7135033240482691,-0.0626186947540182
11,-8.308633734850314,118.88209550216536,600368.7924568239,220265.55784845864,5.8647714032868095,88.81829970887684,24.37797537783915,21426.23605287028,96.33492476813757,0.1044508255872572,0.8684295605242767,-0.7135033240482691,-0.0626186947540182
12,-8.337239980008425,118.86232077304943,600877.9994742137,229945.50567889298,6.350906050780244,89.48053915542721,24.3653819984224,21482.440746764667,97.23811019216976,0.03196837228229355,0.7717187635372036,0.190192632972874,0.4526210212462991
